# Simulation 1 (Up to date)
# 738 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
128.244,91.694,-4.974,0.076,4.974,0.882,-161.675,0.011,161.675,179.996,2.367,0.879,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.102e5,0,15.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.006e-4,NaN,NaN,NaN,NaN,2.374,14.388,1002.203,340.018,0.5,0.035
128.538,90.23,-4.996,-0.075,4.999,0.82,-162.335,0.011,162.335,179.996,2.127,0.816,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.123e5,0,15.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.244e-4,NaN,NaN,NaN,NaN,1.95,14.404,1002.496,340.028,0.294,0.035
128.846,88.686,-5.002,-0.021,5.002,0.135,-162.999,0.011,162.999,179.996,2.169,0.134,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.127e5,0,15.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.109e-4,NaN,NaN,NaN,NaN,2.196,14.414,1002.668,340.033,0.309,0.035
129.346,86.186,-5,0.005,5,0.04,-164.078,0.011,164.078,179.996,2.149,0.039,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.125e5,0,15.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.143e-4,NaN,NaN,NaN,NaN,2.149,14.424,1002.849,340.04,0.5,0.035
129.846,83.685,-5.001,-0.002,5.001,0.041,-165.147,0.011,165.147,179.996,2.128,0.041,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.127e5,0,15.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.128e-4,NaN,NaN,NaN,NaN,2.128,14.44,1003.142,340.049,0.5,0.035
130.346,81.188,-4.989,0.023,4.989,0.611,-166.135,0.011,166.135,179.996,1.823,0.611,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.118e5,0,15.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.116e-4,NaN,NaN,NaN,NaN,1.817,14.456,1003.435,340.059,0.5,0.035
130.846,78.689,-5.005,-0.032,5.005,0.377,-167.093,0.011,167.093,179.996,2.011,0.375,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.132e5,0,15.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.919e-4,NaN,NaN,NaN,NaN,2.015,14.472,1003.728,340.069,0.5,0.035
131.346,76.19,-4.992,0.026,4.992,0.13,-168.115,0.011,168.115,179.996,2.074,0.128,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.122e5,0,15.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.047e-4,NaN,NaN,NaN,NaN,2.076,14.489,1004.021,340.079,0.5,0.035
131.846,73.691,-5.004,-0.024,5.004,0.026,-169.151,0.011,169.151,179.996,2.069,0.011,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.132e5,0,15.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.071e-4,NaN,NaN,NaN,NaN,2.069,14.505,1004.314,340.089,0.5,0.035
132.346,71.194,-4.983,0.043,4.983,0.588,-170.258,0.011,170.258,179.996,2.363,0.587,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.115e5,0,15.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.082e-4,NaN,NaN,NaN,NaN,2.368,14.521,1004.607,340.099,0.5,0.035
132.813,68.866,-5.003,-0.044,5.003,0.484,-171.308,0.011,171.308,179.996,2.138,0.482,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.133e5,0,15.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.251e-4,NaN,NaN,NaN,NaN,2.117,14.537,1004.9,340.108,0.466,0.035
133.313,66.367,-4.99,0.027,4.99,0.112,-172.39,0.011,172.39,179.996,2.192,0.108,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.123e5,0,15.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.124e-4,NaN,NaN,NaN,NaN,2.193,14.552,1005.173,340.118,0.5,0.035
133.813,63.871,-4.996,-0.012,4.996,0.492,-173.548,0.011,173.548,179.996,2.438,0.492,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.129e5,0,15.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.144e-4,NaN,NaN,NaN,NaN,2.443,14.569,1005.466,340.127,0.5,0.035
134.209,61.895,-4.983,0.032,4.984,0.77,-174.453,0.011,174.453,179.997,2.133,0.77,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.12e5,0,15.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.318e-4,NaN,NaN,NaN,NaN,2.047,14.585,1005.759,340.137,0.396,0.035
134.709,59.398,-5.005,-0.043,5.005,0.246,-175.489,0.011,175.489,179.997,2.012,0.242,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.137e5,0,15.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.098e-4,NaN,NaN,NaN,NaN,2.01,14.598,1005.991,340.145,0.5,0.035
135.209,56.903,-4.973,0.063,4.973,0.674,-176.579,0.011,176.579,179.997,2.348,0.671,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.112e5,0,15.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.047e-4,NaN,NaN,NaN,NaN,2.353,14.614,1006.284,340.155,0.5,0.035
135.645,54.728,-5.003,-0.07,5.004,0.473,-177.558,0.011,177.558,179.997,2.144,0.468,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.138e5,0,15.208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.229e-4,NaN,NaN,NaN,NaN,2.109,14.63,1006.576,340.165,0.436,0.035
136.145,52.232,-4.98,0.047,4.98,0.358,-178.586,0.01,178.586,179.997,1.966,0.355,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.119e5,0,15.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.128e-4,NaN,NaN,NaN,NaN,1.963,14.644,1006.831,340.173,0.5,0.035
136.645,49.737,-5.002,-0.043,5.002,0.33,-179.528,0.01,179.528,179.997,1.802,0.328,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.138e5,0,15.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.991e-4,NaN,NaN,NaN,NaN,1.799,14.66,1007.124,340.183,0.5,0.035
137.145,47.241,-4.98,0.043,4.98,0.312,-180.468,0.01,180.468,179.997,1.957,0.309,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.121e5,0,15.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.922e-4,NaN,NaN,NaN,NaN,1.96,14.677,1007.417,340.193,0.5,0.035
137.645,44.747,-4.996,-0.031,4.996,0.504,-181.509,0.01,181.509,179.997,2.208,0.503,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.135e5,0,15.271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.986e-4,NaN,NaN,NaN,NaN,2.214,14.693,1007.709,340.203,0.5,0.035
138.145,42.252,-4.986,0.019,4.986,0.02,-182.613,0.01,182.613,179.997,2.211,0.006,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.127e5,0,15.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.161e-4,NaN,NaN,NaN,NaN,2.211,14.709,1008.002,340.213,0.5,0.035
138.645,39.757,-4.993,-0.014,4.993,0.196,-183.694,0.01,183.694,179.997,2.113,0.195,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.134e5,0,15.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.152e-4,NaN,NaN,NaN,NaN,2.112,14.725,1008.295,340.222,0.5,0.035
139.145,37.262,-4.986,0.014,4.986,0.041,-184.746,0.01,184.746,179.997,2.094,0.038,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.129e5,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.097e-4,NaN,NaN,NaN,NaN,2.094,14.742,1008.587,340.232,0.5,0.035
139.645,34.769,-4.987,-0.001,4.987,0.443,-185.849,0.01,185.849,179.997,2.316,0.443,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.13e5,0,15.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.077e-4,NaN,NaN,NaN,NaN,2.32,14.758,1008.88,340.242,0.5,0.035
140.145,32.275,-4.989,-0.003,4.989,0.244,-186.976,0.01,186.976,179.997,2.194,0.244,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.132e5,0,15.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.223e-4,NaN,NaN,NaN,NaN,2.192,14.774,1009.172,340.252,0.5,0.036
140.645,29.782,-4.984,0.009,4.984,0.354,-188.117,0.01,188.117,179.997,2.371,0.354,28.61,-80.602,9.792,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.015,4.13e5,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.144e-4,NaN,NaN,NaN,NaN,2.374,14.79,1009.465,340.262,0.5,0.036
